"Npop2","Npop3","Npop4","Npop5","Npop6","Npop7","Npop8","Npop9","Npop10","Npop11","Npop12","Npop13","Npop14","Npop15","Npop16","Npop17","Npop18","Npop19","Npop20"
0.440860215053763,0.516129032258065,0.548387096774194,0.655913978494624,0.709677419354839,0.688172043010753,0.774193548387097,0.720430107526882,0.774193548387097,0.795698924731183,0.827956989247312,0.849462365591398,0.827956989247312,0.849462365591398,0.903225806451613,0.89247311827957,0.935483870967742,0.881720430107527,0.924731182795699
0.451612903225806,0.526881720430108,0.602150537634409,0.655913978494624,0.720430107526882,0.655913978494624,0.774193548387097,0.741935483870968,0.763440860215054,0.817204301075269,0.827956989247312,0.860215053763441,0.838709677419355,0.870967741935484,0.870967741935484,0.881720430107527,0.881720430107527,0.881720430107527,0.903225806451613
0.451612903225806,0.505376344086022,0.623655913978495,0.67741935483871,0.731182795698925,0.720430107526882,0.763440860215054,0.752688172043011,0.806451612903226,0.795698924731183,0.795698924731183,0.849462365591398,0.838709677419355,0.903225806451613,0.881720430107527,0.849462365591398,0.935483870967742,0.903225806451613,0.903225806451613
0.408602150537634,0.505376344086022,0.580645161290323,0.666666666666667,0.720430107526882,0.763440860215054,0.763440860215054,0.752688172043011,0.752688172043011,0.774193548387097,0.78494623655914,0.827956989247312,0.827956989247312,0.870967741935484,0.870967741935484,0.89247311827957,0.849462365591398,0.913978494623656,0.935483870967742
0.462365591397849,0.494623655913978,0.526881720430108,0.688172043010753,0.67741935483871,0.752688172043011,0.763440860215054,0.709677419354839,0.763440860215054,0.795698924731183,0.827956989247312,0.795698924731183,0.817204301075269,0.849462365591398,0.870967741935484,0.849462365591398,0.881720430107527,0.881720430107527,0.89247311827957
0.419354838709677,0.526881720430108,0.559139784946237,0.67741935483871,0.731182795698925,0.731182795698925,0.795698924731183,0.698924731182796,0.849462365591398,0.795698924731183,0.78494623655914,0.881720430107527,0.838709677419355,0.881720430107527,0.860215053763441,0.870967741935484,0.924731182795699,0.924731182795699,0.956989247311828
0.483870967741935,0.516129032258065,0.559139784946237,0.666666666666667,0.666666666666667,0.774193548387097,0.752688172043011,0.795698924731183,0.774193548387097,0.78494623655914,0.817204301075269,0.849462365591398,0.881720430107527,0.89247311827957,0.903225806451613,0.817204301075269,0.881720430107527,0.946236559139785,0.903225806451613
0.451612903225806,0.505376344086022,0.591397849462366,0.655913978494624,0.645161290322581,0.67741935483871,0.720430107526882,0.795698924731183,0.827956989247312,0.806451612903226,0.78494623655914,0.860215053763441,0.860215053763441,0.881720430107527,0.849462365591398,0.870967741935484,0.881720430107527,0.89247311827957,0.903225806451613
0.43010752688172,0.505376344086022,0.56989247311828,0.645161290322581,0.67741935483871,0.720430107526882,0.763440860215054,0.698924731182796,0.817204301075269,0.795698924731183,0.817204301075269,0.795698924731183,0.827956989247312,0.89247311827957,0.870967741935484,0.860215053763441,0.924731182795699,0.881720430107527,0.913978494623656
0.462365591397849,0.548387096774194,0.548387096774194,0.67741935483871,0.709677419354839,0.67741935483871,0.806451612903226,0.774193548387097,0.78494623655914,0.806451612903226,0.849462365591398,0.849462365591398,0.870967741935484,0.838709677419355,0.89247311827957,0.849462365591398,0.946236559139785,0.924731182795699,0.881720430107527
0.462365591397849,0.505376344086022,0.580645161290323,0.623655913978495,0.688172043010753,0.752688172043011,0.763440860215054,0.763440860215054,0.78494623655914,0.849462365591398,0.838709677419355,0.860215053763441,0.838709677419355,0.849462365591398,0.870967741935484,0.860215053763441,0.924731182795699,0.935483870967742,0.935483870967742
0.451612903225806,0.516129032258065,0.591397849462366,0.67741935483871,0.698924731182796,0.731182795698925,0.763440860215054,0.741935483870968,0.806451612903226,0.838709677419355,0.806451612903226,0.817204301075269,0.78494623655914,0.881720430107527,0.870967741935484,0.89247311827957,0.903225806451613,0.903225806451613,0.956989247311828
0.462365591397849,0.526881720430108,0.559139784946237,0.67741935483871,0.67741935483871,0.720430107526882,0.741935483870968,0.774193548387097,0.795698924731183,0.795698924731183,0.774193548387097,0.806451612903226,0.838709677419355,0.838709677419355,0.89247311827957,0.860215053763441,0.89247311827957,0.913978494623656,0.935483870967742
0.473118279569892,0.505376344086022,0.56989247311828,0.623655913978495,0.645161290322581,0.709677419354839,0.709677419354839,0.806451612903226,0.817204301075269,0.806451612903226,0.774193548387097,0.817204301075269,0.838709677419355,0.838709677419355,0.881720430107527,0.913978494623656,0.913978494623656,0.881720430107527,0.903225806451613
0.440860215053763,0.526881720430108,0.56989247311828,0.645161290322581,0.720430107526882,0.731182795698925,0.774193548387097,0.752688172043011,0.795698924731183,0.817204301075269,0.774193548387097,0.827956989247312,0.838709677419355,0.860215053763441,0.870967741935484,0.817204301075269,0.913978494623656,0.903225806451613,0.881720430107527
0.473118279569892,0.483870967741935,0.591397849462366,0.655913978494624,0.655913978494624,0.698924731182796,0.741935483870968,0.774193548387097,0.849462365591398,0.763440860215054,0.860215053763441,0.78494623655914,0.838709677419355,0.838709677419355,0.870967741935484,0.860215053763441,0.870967741935484,0.860215053763441,0.903225806451613
0.440860215053763,0.526881720430108,0.591397849462366,0.602150537634409,0.698924731182796,0.752688172043011,0.752688172043011,0.78494623655914,0.795698924731183,0.827956989247312,0.763440860215054,0.806451612903226,0.849462365591398,0.849462365591398,0.913978494623656,0.849462365591398,0.881720430107527,0.881720430107527,0.924731182795699
0.462365591397849,0.494623655913978,0.580645161290323,0.655913978494624,0.67741935483871,0.720430107526882,0.752688172043011,0.78494623655914,0.827956989247312,0.817204301075269,0.795698924731183,0.860215053763441,0.827956989247312,0.838709677419355,0.881720430107527,0.860215053763441,0.89247311827957,0.89247311827957,0.935483870967742
0.440860215053763,0.516129032258065,0.526881720430108,0.67741935483871,0.752688172043011,0.67741935483871,0.731182795698925,0.795698924731183,0.817204301075269,0.806451612903226,0.806451612903226,0.838709677419355,0.849462365591398,0.838709677419355,0.860215053763441,0.870967741935484,0.881720430107527,0.924731182795699,0.903225806451613
0.462365591397849,0.462365591397849,0.537634408602151,0.623655913978495,0.731182795698925,0.709677419354839,0.78494623655914,0.741935483870968,0.78494623655914,0.827956989247312,0.806451612903226,0.817204301075269,0.838709677419355,0.849462365591398,0.838709677419355,0.849462365591398,0.903225806451613,0.89247311827957,0.870967741935484
0.451612903225806,0.483870967741935,0.591397849462366,0.67741935483871,0.645161290322581,0.752688172043011,0.774193548387097,0.774193548387097,0.795698924731183,0.817204301075269,0.795698924731183,0.860215053763441,0.827956989247312,0.903225806451613,0.903225806451613,0.860215053763441,0.89247311827957,0.89247311827957,0.881720430107527
0.419354838709677,0.494623655913978,0.56989247311828,0.666666666666667,0.688172043010753,0.741935483870968,0.774193548387097,0.763440860215054,0.731182795698925,0.817204301075269,0.78494623655914,0.838709677419355,0.827956989247312,0.849462365591398,0.870967741935484,0.849462365591398,0.903225806451613,0.913978494623656,0.924731182795699
0.462365591397849,0.526881720430108,0.580645161290323,0.645161290322581,0.688172043010753,0.709677419354839,0.774193548387097,0.774193548387097,0.795698924731183,0.78494623655914,0.817204301075269,0.849462365591398,0.860215053763441,0.838709677419355,0.838709677419355,0.89247311827957,0.935483870967742,0.89247311827957,0.946236559139785
0.462365591397849,0.505376344086022,0.559139784946237,0.655913978494624,0.720430107526882,0.731182795698925,0.774193548387097,0.806451612903226,0.763440860215054,0.795698924731183,0.838709677419355,0.817204301075269,0.817204301075269,0.870967741935484,0.849462365591398,0.870967741935484,0.870967741935484,0.924731182795699,0.946236559139785
0.462365591397849,0.516129032258065,0.580645161290323,0.655913978494624,0.731182795698925,0.741935483870968,0.78494623655914,0.752688172043011,0.774193548387097,0.795698924731183,0.849462365591398,0.827956989247312,0.838709677419355,0.838709677419355,0.860215053763441,0.870967741935484,0.924731182795699,0.870967741935484,0.956989247311828
0.462365591397849,0.526881720430108,0.548387096774194,0.688172043010753,0.698924731182796,0.741935483870968,0.741935483870968,0.774193548387097,0.774193548387097,0.795698924731183,0.78494623655914,0.849462365591398,0.849462365591398,0.89247311827957,0.881720430107527,0.870967741935484,0.89247311827957,0.870967741935484,0.935483870967742
0.483870967741935,0.516129032258065,0.580645161290323,0.666666666666667,0.731182795698925,0.752688172043011,0.752688172043011,0.720430107526882,0.763440860215054,0.774193548387097,0.827956989247312,0.849462365591398,0.838709677419355,0.870967741935484,0.849462365591398,0.849462365591398,0.870967741935484,0.881720430107527,0.946236559139785
0.451612903225806,0.537634408602151,0.526881720430108,0.709677419354839,0.698924731182796,0.763440860215054,0.752688172043011,0.741935483870968,0.763440860215054,0.827956989247312,0.838709677419355,0.817204301075269,0.870967741935484,0.838709677419355,0.903225806451613,0.827956989247312,0.870967741935484,0.913978494623656,0.935483870967742
0.440860215053763,0.494623655913978,0.634408602150538,0.67741935483871,0.655913978494624,0.741935483870968,0.774193548387097,0.741935483870968,0.806451612903226,0.78494623655914,0.806451612903226,0.838709677419355,0.838709677419355,0.870967741935484,0.881720430107527,0.827956989247312,0.924731182795699,0.89247311827957,0.89247311827957
0.473118279569892,0.505376344086022,0.526881720430108,0.67741935483871,0.709677419354839,0.731182795698925,0.78494623655914,0.752688172043011,0.795698924731183,0.78494623655914,0.774193548387097,0.849462365591398,0.849462365591398,0.838709677419355,0.913978494623656,0.870967741935484,0.881720430107527,0.913978494623656,0.935483870967742
0.473118279569892,0.483870967741935,0.580645161290323,0.634408602150538,0.698924731182796,0.741935483870968,0.752688172043011,0.763440860215054,0.78494623655914,0.806451612903226,0.827956989247312,0.806451612903226,0.849462365591398,0.860215053763441,0.870967741935484,0.89247311827957,0.870967741935484,0.89247311827957,0.870967741935484
0.462365591397849,0.516129032258065,0.548387096774194,0.67741935483871,0.709677419354839,0.78494623655914,0.763440860215054,0.774193548387097,0.763440860215054,0.817204301075269,0.827956989247312,0.806451612903226,0.870967741935484,0.881720430107527,0.881720430107527,0.860215053763441,0.903225806451613,0.849462365591398,0.903225806451613
0.483870967741935,0.494623655913978,0.559139784946237,0.666666666666667,0.655913978494624,0.752688172043011,0.78494623655914,0.752688172043011,0.806451612903226,0.795698924731183,0.806451612903226,0.817204301075269,0.817204301075269,0.838709677419355,0.838709677419355,0.849462365591398,0.913978494623656,0.881720430107527,0.89247311827957
0.483870967741935,0.483870967741935,0.526881720430108,0.645161290322581,0.741935483870968,0.688172043010753,0.720430107526882,0.720430107526882,0.806451612903226,0.78494623655914,0.806451612903226,0.827956989247312,0.849462365591398,0.849462365591398,0.849462365591398,0.89247311827957,0.913978494623656,0.849462365591398,0.913978494623656
0.462365591397849,0.494623655913978,0.580645161290323,0.67741935483871,0.688172043010753,0.720430107526882,0.78494623655914,0.763440860215054,0.806451612903226,0.827956989247312,0.806451612903226,0.806451612903226,0.827956989247312,0.849462365591398,0.860215053763441,0.870967741935484,0.870967741935484,0.913978494623656,0.903225806451613
0.473118279569892,0.526881720430108,0.580645161290323,0.623655913978495,0.709677419354839,0.78494623655914,0.752688172043011,0.731182795698925,0.763440860215054,0.827956989247312,0.774193548387097,0.795698924731183,0.838709677419355,0.860215053763441,0.89247311827957,0.881720430107527,0.913978494623656,0.913978494623656,0.924731182795699
0.440860215053763,0.526881720430108,0.56989247311828,0.634408602150538,0.666666666666667,0.709677419354839,0.741935483870968,0.795698924731183,0.817204301075269,0.752688172043011,0.838709677419355,0.849462365591398,0.860215053763441,0.870967741935484,0.881720430107527,0.849462365591398,0.946236559139785,0.924731182795699,0.913978494623656
0.473118279569892,0.516129032258065,0.56989247311828,0.698924731182796,0.688172043010753,0.666666666666667,0.78494623655914,0.774193548387097,0.795698924731183,0.827956989247312,0.827956989247312,0.827956989247312,0.763440860215054,0.849462365591398,0.870967741935484,0.860215053763441,0.935483870967742,0.946236559139785,0.924731182795699
0.440860215053763,0.505376344086022,0.548387096774194,0.645161290322581,0.67741935483871,0.731182795698925,0.774193548387097,0.763440860215054,0.78494623655914,0.838709677419355,0.838709677419355,0.827956989247312,0.827956989247312,0.870967741935484,0.903225806451613,0.860215053763441,0.89247311827957,0.870967741935484,0.913978494623656
0.494623655913978,0.548387096774194,0.580645161290323,0.602150537634409,0.709677419354839,0.752688172043011,0.752688172043011,0.774193548387097,0.741935483870968,0.838709677419355,0.849462365591398,0.849462365591398,0.838709677419355,0.881720430107527,0.870967741935484,0.903225806451613,0.89247311827957,0.913978494623656,0.924731182795699
0.451612903225806,0.451612903225806,0.591397849462366,0.67741935483871,0.655913978494624,0.666666666666667,0.763440860215054,0.806451612903226,0.752688172043011,0.806451612903226,0.763440860215054,0.827956989247312,0.860215053763441,0.849462365591398,0.849462365591398,0.849462365591398,0.849462365591398,0.924731182795699,0.903225806451613
0.483870967741935,0.537634408602151,0.548387096774194,0.698924731182796,0.655913978494624,0.709677419354839,0.709677419354839,0.741935483870968,0.827956989247312,0.806451612903226,0.827956989247312,0.860215053763441,0.870967741935484,0.849462365591398,0.860215053763441,0.849462365591398,0.849462365591398,0.860215053763441,0.946236559139785
0.451612903225806,0.516129032258065,0.56989247311828,0.666666666666667,0.67741935483871,0.731182795698925,0.763440860215054,0.763440860215054,0.827956989247312,0.806451612903226,0.838709677419355,0.849462365591398,0.827956989247312,0.817204301075269,0.849462365591398,0.849462365591398,0.913978494623656,0.924731182795699,0.89247311827957
0.483870967741935,0.483870967741935,0.56989247311828,0.688172043010753,0.720430107526882,0.688172043010753,0.763440860215054,0.763440860215054,0.795698924731183,0.806451612903226,0.817204301075269,0.870967741935484,0.827956989247312,0.903225806451613,0.881720430107527,0.838709677419355,0.89247311827957,0.903225806451613,0.956989247311828
0.440860215053763,0.516129032258065,0.602150537634409,0.645161290322581,0.709677419354839,0.731182795698925,0.720430107526882,0.752688172043011,0.78494623655914,0.827956989247312,0.860215053763441,0.827956989247312,0.838709677419355,0.913978494623656,0.903225806451613,0.881720430107527,0.870967741935484,0.838709677419355,0.89247311827957
0.43010752688172,0.516129032258065,0.580645161290323,0.655913978494624,0.688172043010753,0.731182795698925,0.774193548387097,0.78494623655914,0.774193548387097,0.78494623655914,0.827956989247312,0.806451612903226,0.806451612903226,0.838709677419355,0.89247311827957,0.881720430107527,0.903225806451613,0.870967741935484,0.956989247311828
